iter	Passed	Remaining
288	19985	671476
289	20049	671228
290	20114	671045
291	20183	670951
292	20250	670831
293	20327	671011
294	20390	670756
295	20455	670525
296	20516	670198
297	20599	670586
298	20667	670488
299	20733	670315
300	20807	670415
301	20867	670047
302	20913	669223
303	20984	669234
304	21067	669602
305	21135	669501
306	21203	669398
307	21262	669010
308	21307	668199
309	21371	667964
310	21442	667955
311	21510	667857
312	21578	667776
313	21645	667634
314	21718	667701
315	21785	667566
316	21853	667454
317	21921	667354
318	21987	667202
319	22048	666906
320	22118	666868
321	22187	666787
322	22253	666645
323	22317	666415
324	22382	666246
325	22447	666043
326	22510	665827
327	22572	665538
328	22638	665406
329	22707	665319
330	22769	665050
331	22836	664938
332	22906	664908
333	22978	664918
334	23038	664599
335	23103	664433
336	23172	664375
337	23240	664293
338	23310	664236
339	23376	664091
340	23447	664090
341	23516	664042
342	23579	663791
343	23648	663738
344	23708	663420
345	23772	663230
346	23840	663132
347	23911	663137
348	23974	662916
349	24035	662631
350	24096	662340
351	24162	662192
352	24231	662138
353	24306	662260
354	24372	662105
355	24436	661902
356	24501	661753
357	24566	661589
358	24634	661484
359	24703	661437
360	24763	661125
361	24831	661058
362	24902	661035
363	24968	660899
364	25043	661008
365	25106	660803
366	25172	660648
367	25234	660427
368	25305	660411
369	25374	660347
370	25443	660306
371	25507	660113
372	25576	660048
373	25650	660134
374	25711	659872
375	25773	659624
376	25840	659512
377	25885	658835
378	25949	658668
379	26009	658395
380	26071	658151
381	26135	657976
382	26202	657857
383	26267	657707
384	26333	657596
385	26404	657577
386	26475	657585
387	26537	657346
388	26595	657021
389	26662	656928
390	26729	656829
391	26801	656840
392	26861	656564
393	26925	656391
394	26994	656337
395	27069	656431
396	27137	656351
397	27205	656288
398	27272	656176
399	27341	656125
400	27405	655956
401	27475	655929
402	27543	655847
403	27605	655634
404	27674	655568
405	27744	655558
406	27811	655454
407	27873	655243
408	27930	654902
409	27992	654693
410	28059	654580
411	28117	654276
412	28181	654109
413	28254	654147
414	28324	654135
415	28391	654017
416	28456	653879
417	28518	653667
418	28586	653601
419	28655	653543
420	28722	653463
421	28792	653432
422	28862	653388
423	28926	653241
424	28986	652972
425	29054	652906
426	29119	652763
427	29198	652941
428	29265	652854
429	29332	652754
430	29393	652519
431	29463	652502
432	29534	652486
433	29600	652376
434	29669	652314
435	29724	651961
436	29789	651833
437	29856	651730
438	29921	651594
439	29994	651640
440	30055	651400
441	30121	651295
442	30175	650925
443	30237	650722
444	30305	650642
445	30374	650610
446	30445	650598
447	30519	650643
448	30584	650510
449	30649	650373
450	30718	650343
451	30784	650221
452	30856	650238
453	30919	650049
454	30982	649888
455	31050	649811
456	31112	649625
457	31177	649481
458	31239	649301
459	31310	649279
460	31369	649028
461	31434	648904
462	31507	648929
463	31561	648573
464	31630	648537
465	31700	648491
466	31771	648484
467	31839	648430
468	31905	648315
469	31973	648245
470	32042	648192
471	32110	648137
472	32176	648016
473	32240	647874
474	32306	647758
475	32368	647571
476	32434	647461
477	32500	647363
478	32575	647435
479	32645	647400
480	32716	647393
481	32772	647080
482	32836	646945
483	32901	646807
484	32965	646673
485	33034	646628
486	33101	646540
487	33169	646456
488	33239	646436
489	33301	646251
490	33370	646204
491	33432	646031
492	33498	645911
493	33561	645747
494	33631	645731
495	33694	645559
496	33761	645477
497	33823	645295
498	33884	645098
499	33954	645061
500	34015	644870
501	34078	644702
502	34146	644645
503	34204	644396
504	34269	644258
505	34332	644107
506	34403	644093
507	34473	644062
508	34538	643941
509	34603	643823
510	34662	643601
511	34723	643404
512	34794	643390
513	34861	643302
514	34931	643286
515	35007	643356
516	35074	643286
517	35141	643194
518	35202	642998
519	35269	642930
520	35329	642713
521	35388	642479
522	35445	642222
523	35510	642111
524	35573	641954
525	35642	641900
526	35709	641830
527	35774	641713
528	35841	641622
529	35900	641400
530	35976	641479
531	36040	641343
532	36117	641439
533	36178	641255
534	36241	641098
535	36303	640935
536	36359	640663
537	36423	640519
538	36489	640419
539	36551	640259
540	36622	640247
541	36692	640215
542	36761	640185
543	36825	640051
544	36890	639931
545	36963	639957
546	37032	639909
547	37091	639694
548	37154	639550
549	37221	639459
550	37292	639448
551	37359	639381
552	37408	638984
553	37476	638921
554	37545	638885
555	37607	638721
556	37678	638701
557	37733	638424
558	37795	638259
559	37847	637928
560	37914	637859
561	37980	637763
562	38043	637613
563	38112	637568
564	38180	637515
565	38244	637381
566	38309	637281
567	38381	637287
568	38451	637261
569	38511	637059
570	38572	636886
571	38636	636756
572	38691	636477
573	38754	636347
574	38814	636160
575	38869	635873
576	38930	635702
577	38990	635519
578	39058	635454
579	39128	635428
580	39192	635307
581	39261	635263
582	39327	635174
583	39397	635143
584	39462	635037
585	39519	634806
586	39580	634628
587	39644	634507
588	39700	634264
589	39765	634157
590	39830	634048
591	39897	633985
592	39964	633912
593	40035	633893
594	40102	633824
595	40174	633823
596	40236	633667
597	40296	633483
598	40353	633254
599	40418	633163
600	40481	633020
601	40545	632901
602	40611	632812
603	40680	632772
604	40750	632750
605	40816	632660
606	40874	632450
607	40941	632368
608	41005	632252
609	41068	632125
610	41126	631906
611	41193	631842
612	41253	631649
613	41317	631536
614	41377	631353
615	41444	631286
616	41502	631082
617	41562	630908
618	41624	630752
619	41695	630742
620	41768	630758
621	41828	630595
622	41897	630551
623	41966	630502
624	42032	630416
625	42091	630228
626	42155	630120
627	42221	630029
628	42293	630038
629	42352	629839
630	42418	629752
631	42479	629591
632	42535	629366
633	42605	629336
634	42673	629290
635	42734	629127
636	42801	629057
637	42867	628973
638	42941	629001
639	43008	628926
640	43067	628742
641	43131	628635
642	43191	628459
643	43252	628309
644	43325	628318
645	43390	628222
646	43450	628046
647	43512	627908
648	43576	627794
649	43641	627698
650	43700	627512
651	43756	627285
652	43825	627247
653	43891	627158
654	43957	627082
655	44020	626953
656	44087	626894
657	44141	626631
658	44199	626436
659	44266	626364
660	44334	626312
661	44399	626216
662	44469	626197
663	44534	626104
664	44600	626017
665	44662	625879
666	44727	625775
667	44793	625697
668	44862	625653
669	44919	625459
670	44978	625272
671	45033	625039
672	45094	624893
673	45151	624690
674	45214	624560
675	45279	624468
676	45346	624396
677	45399	624140
678	45457	623953
679	45525	623895
680	45595	623879
681	45659	623764
682	45722	623644
683	45783	623502
684	45849	623419
685	45916	623353
686	45989	623370
687	46056	623297
688	46119	623182
689	46188	623147
690	46242	622899
691	46307	622810
692	46374	622746
693	46437	622618
694	46506	622590
695	46568	622447
696	46632	622347
697	46701	622312
698	46757	622100
699	46824	622027
700	46899	622072
701	46965	621994
702	47036	621976
703	47097	621837
704	47164	621765
705	47223	621601
706	47290	621531
707	47355	621444
708	47413	621257
709	47475	621123
710	47548	621133
711	47614	621056
712	47684	621038
713	47746	620902
714	47815	620866
715	47878	620750
716	47935	620554
717	48004	620514
718	48067	620395
719	48135	620350
720	48206	620333
721	48261	620115
722	48327	620032
723	48390	619920
724	48459	619884
725	48530	619867
726	48596	619794
727	48650	619559
728	48702	619306
729	48773	619287
730	48838	619196
731	48890	618947
732	48955	618861
733	49017	618730
734	49083	618649
735	49140	618467
736	49204	618366
737	49259	618145
738	49326	618083
739	49395	618042
740	49455	617890
741	49523	617846
742	49595	617839
743	49660	617758
744	49724	617646
745	49791	617587
746	49862	617569
747	49929	617511
748	49985	617313
749	50048	617198
750	50118	617167
751	50172	616950
752	50231	616792
753	50291	616639
754	50351	616488
755	50413	616368
756	50481	616308
757	50547	616241
758	50616	616196
759	50680	616106
760	50742	615977
761	50811	615933
762	50876	615848
763	50935	615695
764	50998	615581
765	51064	615508
766	51125	615375
767	51187	615251
768	51251	615148
769	51310	614990
770	51378	614938
771	51448	614915
772	51507	614753
773	51567	614616
774	51613	614299
775	51679	614228
776	51741	614111
777	51809	614060
778	51868	613898
779	51941	613910
780	52002	613772
781	52076	613797
782	52143	613734
783	52198	613532
784	52266	613487
785	52334	613430
786	52405	613416
787	52470	613329
788	52536	613263
789	52601	613176
790	52663	613058
791	52729	612983
792	52787	612808
793	52846	612662
794	52906	612517
795	52970	612421
796	53032	612305
797	53097	612215
798	53170	612225
799	53231	612092
800	53289	611932
801	53358	611893
802	53429	611873
803	53497	611832
804	53563	611758
805	53624	611625
806	53689	611538
807	53751	611421
808	53814	611315
809	53880	611243
810	53946	611176
811	54007	611039
812	54073	610974
813	54131	610807
814	54188	610633
815	54258	610612
816	54334	610648
817	54400	610571
818	54456	610389
819	54520	610298
820	54591	610285
821	54658	610218
822	54727	610181
823	54787	610046
824	54853	609966
825	54917	609879
826	54987	609853
827	55061	609864
828	55121	609725
829	55185	609638
830	55251	609558
831	55320	609526
832	55381	609394
833	55448	609331
834	55506	609175
835	55564	609017
836	55625	608889
837	55688	608783
