iter	RMSE
824	300.1408773
825	300.063692
826	300.0001442
827	299.9600606
828	299.9218066
829	299.8709905
830	299.8346681
831	299.770492
832	299.7283052
833	299.5726062
834	299.4401941
835	299.3945423
836	299.2040237
837	299.1406699
838	299.0443387
839	298.9807034
840	298.9138245
841	298.8442596
842	298.680072
843	298.6168118
844	298.5346182
845	298.4673265
846	298.3924372
847	298.3297201
848	298.2785357
849	298.2042033
850	298.1461318
851	298.0659572
852	298.0242311
853	298.0061955
854	297.9707582
855	297.880391
856	297.8171879
857	297.7339304
858	297.6604784
859	297.6044096
860	297.5589413
861	297.507343
862	297.4614486
863	297.4115757
864	297.3610449
865	297.3386935
866	297.2934444
867	297.2371981
868	297.1531282
869	297.0921103
870	297.0365844
871	296.9022065
872	296.8656727
873	296.842525
874	296.7693513
875	296.7265751
876	296.6958124
877	296.6407222
878	296.5621809
879	296.5139042
880	296.4727305
881	296.4211276
882	296.3042851
883	296.2272409
884	296.1585991
885	296.0932784
886	296.0432945
887	295.9627569
888	295.9288478
889	295.8980782
890	295.8425893
891	295.8059136
892	295.7513868
893	295.6770178
894	295.6245902
895	295.5669156
896	295.534562
897	295.4815427
898	295.4082606
899	295.3310263
900	295.2362755
901	295.1622674
902	295.0892878
903	294.9594568
904	294.7820346
905	294.6893899
906	294.6333784
907	294.4933139
908	294.4509831
909	294.416244
910	294.3982607
911	294.3615253
912	294.3033408
913	294.2650514
914	294.1908537
915	294.138205
916	294.1116144
917	294.0823292
918	294.0064652
919	293.9387501
920	293.9017165
921	293.8484792
922	293.8075563
923	293.7907956
924	293.7593967
925	293.6898055
926	293.6376478
927	293.5832445
928	293.4997071
929	293.4416697
930	293.3970152
931	293.3540545
932	293.2749623
933	293.2028192
934	292.9786815
935	292.9243316
936	292.8928618
937	292.8724772
938	292.807072
939	292.7433122
940	292.6891935
941	292.4826984
942	292.4507409
943	292.3842727
944	292.3173158
945	292.273822
946	292.2634266
947	292.2114549
948	292.1596723
949	292.0943168
950	292.0531591
951	291.9974355
952	291.789061
953	291.7337283
954	291.6178772
955	291.5736719
956	291.5001803
957	291.4593252
958	291.4290777
959	291.3117024
960	291.2550192
961	291.0584209
962	290.9984588
963	290.7788757
964	290.6632641
965	290.5177515
966	290.5004354
967	290.4379645
968	290.3993428
969	290.3716783
970	290.3229709
971	290.2807306
972	290.1999578
973	290.167161
974	290.1018226
975	290.0768482
976	290.0207559
977	289.9706466
978	289.9310191
979	289.7764201
980	289.7504512
981	289.7149596
982	289.6623084
983	289.5746167
984	289.5399372
985	289.4546435
986	289.4062266
987	289.2977096
988	289.2430463
989	289.2219037
990	289.2118437
991	289.1831085
992	289.1501852
993	289.1076399
994	289.0587195
995	289.0081093
996	288.9807126
997	288.8256272
998	288.768991
999	288.7105712
1000	288.6630887
1001	288.5927481
1002	288.543272
1003	288.5089147
1004	288.4654715
1005	288.3922592
1006	288.3394558
1007	288.2811164
1008	288.2260035
1009	288.1601691
1010	288.1268162
1011	288.1133667
1012	288.066769
1013	288.008732
1014	287.9334586
1015	287.9189046
1016	287.8148142
1017	287.7878519
1018	287.7407652
1019	287.6541325
